app_demographic.1.player.age,app_demographic.1.player.edu_family_1gen_f,app_demographic.1.player.edu_family_1gen_m,app_demographic.1.player.edu_family_2gen_f1,app_demographic.1.player.edu_family_2gen_f2,app_demographic.1.player.edu_family_2gen_m1,app_demographic.1.player.edu_family_2gen_m2,app_demographic.1.player.financial_situation_general_current,app_demographic.1.player.financial_situation_general_future,app_demographic.1.player.financial_situation_personal_current,app_demographic.1.player.financial_situation_personal_future,app_demographic.1.player.gender,app_demographic.1.player.postcode,app_demographic.1.player.secondary_year,app_demographic.1.player.time_work,app_end.1.player.feedback,app_end.1.player.network_narrative,app_end.1.player.rnumbercheck,app_end.1.player.time_endpage,app_end.1.player.time_firstendpage,app_migration.1.player.migration_border,app_migration.1.player.migration_culture,app_migration.1.player.migration_eco,app_migration.1.player.migration_limit,app_migration.1.player.migration_return,app_migration.1.player.migration_social,app_network.1.player.linksrechts_self,app_political.1.player.lr_AfD,app_political.1.player.lr_BSW,app_political.1.player.lr_CDU,app_political.1.player.lr_CSU,app_political.1.player.lr_FDP,app_political.1.player.lr_Gruene,app_political.1.player.lr_Linke,app_political.1.player.lr_SPD,app_political.1.player.participation_demonstration,app_political.1.player.petition_signatory,app_political.1.player.politics_question_five,app_political.1.player.politics_question_four,app_political.1.player.politics_question_one,app_political.1.player.politics_question_seven,app_political.1.player.politics_question_six,app_political.1.player.politics_question_three,app_political.1.player.politics_question_two,app_political.1.player.scalo_afd,app_political.1.player.scalo_bsw,app_political.1.player.scalo_cdu,app_political.1.player.scalo_csu,app_political.1.player.scalo_fdp,app_political.1.player.scalo_gruene,app_political.1.player.scalo_linke,app_political.1.player.scalo_pep1,app_political.1.player.scalo_pep10,app_political.1.player.scalo_pep11,app_political.1.player.scalo_pep12,app_political.1.player.scalo_pep13,app_political.1.player.scalo_pep14,app_political.1.player.scalo_pep15,app_political.1.player.scalo_pep16,app_political.1.player.scalo_pep17,app_political.1.player.scalo_pep18,app_political.1.player.scalo_pep19,app_political.1.player.scalo_pep2,app_political.1.player.scalo_pep20,app_political.1.player.scalo_pep3,app_political.1.player.scalo_pep4,app_political.1.player.scalo_pep5,app_political.1.player.scalo_pep6,app_political.1.player.scalo_pep7,app_political.1.player.scalo_pep8,app_political.1.player.scalo_pep9,app_political.1.player.scalo_spd,app_political.1.player.social_networks_1,app_political.1.player.social_networks_10,app_political.1.player.social_networks_11,app_political.1.player.social_networks_12,app_political.1.player.social_networks_13,app_political.1.player.social_networks_2,app_political.1.player.social_networks_3,app_political.1.player.social_networks_4,app_political.1.player.social_networks_5,app_political.1.player.social_networks_6,app_political.1.player.social_networks_7,app_political.1.player.social_networks_8,app_political.1.player.social_networks_9,app_political.1.player.sunday_party_vote,app_start.1.player.browser,app_start.1.player.device_type,app_start.1.player.lang,app_start.1.player.operating_system,app_start.1.player.use_of_device,app_studium.1.player.affective_academic_stress,app_studium.1.player.consecutive_academic_career,app_studium.1.player.fresherscamp_student,app_studium.1.player.freshersweek_student,app_studium.1.player.grade,app_studium.1.player.motivation_extrinsic_goal_1,app_studium.1.player.motivation_extrinsic_goal_2,app_studium.1.player.motivation_extrinsic_goal_3,app_studium.1.player.motivation_extrinsic_goal_4,app_studium.1.player.motivation_intrinsic_goal_1,app_studium.1.player.motivation_intrinsic_goal_2,app_studium.1.player.motivation_intrinsic_goal_3,app_studium.1.player.resource_help,app_studium.1.player.resource_peer,app_studium.1.player.resource_time,app_studium.1.player.semester_of_study,app_studium.1.player.study_program,app_studium.1.player.time_class,app_studium.1.player.tutorial,participant.label,participant.time_started_utc
,,,,,,,3.0,2.0,3.0,2.0,,,,0.0,,,oev_986096,-999,2025-11-25T15:46:11.914Z,2.0,1.0,6.0,2.0,2.0,4.0,3.0,10,8,7,8,6,4,1,5,1.0,1.0,4,1,4,4,4,4,2,1.0,3.0,3.0,2.0,5.0,8.0,10.0,8,6,1,0,2,1,1,1,6,2,0,0,8,8,0,1,0,4,3,0,8.0,0,0,1.0,0,,0,0,1,1,1,1,1,1,6.0,3.0,3.0,0.0,2.0,2.0,5.0,,,,3.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,4.0,6.0,oev,2025-11-25 15:33:19.801017
,,,,,,,3.0,3.0,2.0,2.0,,,,3.0,,,osf_515259,-999,2025-11-25T15:45:57.213Z,0.0,2.0,6.0,0.0,5.0,0.0,5.0,11,0,9,10,7,3,1,5,2.0,1.0,4,3,3,3,4,4,2,1.0,2.0,1.0,1.0,0.0,8.0,7.0,0,0,0,0,1,1,1,0,0,0,0,0,7,0,0,1,0,0,1,0,7.0,0,0,0.0,0,,0,0,1,0,1,0,1,0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,,,,3.3,4.0,5.0,3.0,5.0,3.0,0.0,5.0,4.0,4.0,7.0,,,12.0,4.0,osf,2025-11-25 15:33:20.146788
,,,,,,,2.0,4.0,3.0,4.0,,,,0.0,,,3dg_776326,-999,2025-11-25T15:42:51.207Z,6.0,6.0,4.0,6.0,6.0,6.0,6.0,0,2,8,10,8,4,1,5,2.0,1.0,4,4,4,4,4,2,0,1.0,2.0,9.0,3.0,9.0,7.0,4.0,6,6,6,6,8,1,1,3,7,2,6,6,3,4,6,1,5,11,2,6,11.0,0,0,0.0,0,,0,0,1,0,0,0,1,1,3.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,3.3,2.0,2.0,3.0,7.0,2.0,3.0,3.0,6.0,4.0,6.0,,,,1.0,3dg,2025-11-25 15:33:20.278252
,,,,,,,4.0,4.0,3.0,2.0,,,,0.0,,,a3g_782564,-999,2025-11-25T15:41:30.701Z,5.0,3.0,5.0,5.0,7.0,3.0,7.0,11,2,8,8,7,5,1,6,1.0,2.0,4,3,4,4,4,4,2,2.0,2.0,9.0,9.0,8.0,4.0,2.0,9,2,2,2,8,1,1,1,1,1,1,9,1,6,6,2,2,2,2,2,10.0,0,0,0.0,1,,0,0,1,0,1,1,1,0,3.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,1.7,5.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,5.0,6.0,,,3.0,2.0,a3g,2025-11-25 15:33:20.431473
1998.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,22.0,2018.0,18.0,Zu lang ,,8wd_917814,-999,2025-11-25T15:47:24.435Z,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0,6,8,8,7,4,1,6,1.0,1.0,2,2,2,2,2,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,0,0,0.0,0,,0,0,1,0,0,0,0,0,6.0,3.0,2.0,0.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,1.0,5.0,4.0,4.0,7.0,6.0,6.0,4.0,1.0,2.0,12.0,2.0,8wd,2025-11-25 15:33:20.524375
,,,,,,,4.0,4.0,3.0,3.0,,,,0.0,,,iy3_185768,-999,2025-11-25T15:47:02.836Z,3.0,2.0,7.0,2.0,6.0,2.0,3.0,10,3,6,7,4,3,2,4,1.0,1.0,4,2,3,4,4,4,3,1.0,5.0,6.0,5.0,6.0,10.0,9.0,7,7,0,0,5,1,1,1,5,3,0,0,7,9,0,1,0,0,4,0,9.0,1,0,0.0,0,,0,1,1,0,1,1,1,0,7.0,3.0,3.0,0.0,2.0,2.0,1.0,,,,3.0,1.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,3.0,6.0,,,2.0,3.0,iy3,2025-11-25 15:33:20.683706
,,,,,,,2.0,2.0,3.0,3.0,,,,5.0,,,zvr_449508,-999,-999,2.0,2.0,6.0,2.0,2.0,2.0,3.0,11,9,8,8,7,4,2,6,1.0,1.0,4,2,3,4,4,2,2,1.0,2.0,4.0,3.0,3.0,9.0,9.0,0,6,0,0,2,1,1,0,0,0,0,0,0,10,0,1,0,0,2,0,5.0,0,0,0.0,0,,0,0,1,0,1,1,1,0,7.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.0,2.0,5.0,6.0,3.0,5.0,3.0,6.0,4.0,4.0,6.0,,,5.0,6.0,zvr,2025-11-25 15:33:20.786235
,,,,,,,3.0,3.0,4.0,4.0,,,,8.0,,,dn0_272157,-999,2025-11-25T15:42:29.723Z,5.0,1.0,6.0,4.0,5.0,2.0,6.0,9,9,7,8,5,4,2,5,2.0,2.0,3,4,4,4,4,4,4,1.0,2.0,3.0,2.0,6.0,8.0,5.0,8,3,2,5,2,2,2,2,7,4,3,8,3,9,5,2,3,3,2,3,7.0,0,1,0.0,0,,0,0,1,0,1,0,1,0,0.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,3.0,2.0,5.0,6.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,,,4.0,1.0,dn0,2025-11-25 15:33:21.400187
,,,,,,,3.0,4.0,5.0,5.0,,,,15.0,danke,,wep_998933,-999,2025-11-25T15:41:18.513Z,4.0,4.0,4.0,4.0,4.0,4.0,3.0,10,4,8,9,7,8,2,6,1.0,1.0,4,4,4,4,4,4,4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,9,1,7,4,2,1,1,2,3,1,1,10,11,4,1,0,7,3,2,6.0,0,0,0.0,0,,0,0,0,0,1,0,0,0,6.0,3.0,2.0,0.0,5.0,3.0,3.0,,,,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,,,2.0,1.0,wep,2025-11-25 15:33:21.295770
,,,,,,,3.0,4.0,4.0,4.0,,,,0.0,,,h3h_225424,-999,2025-11-25T15:51:53.588Z,2.0,2.0,7.0,2.0,2.0,2.0,2.0,11,9,7,8,9,3,2,4,1.0,1.0,4,4,3,4,4,0,2,1.0,1.0,1.0,1.0,1.0,7.0,11.0,0,0,0,0,1,1,1,1,3,1,0,0,11,0,0,1,0,0,1,0,6.0,0,0,0.0,0,,0,0,1,0,1,0,1,1,6.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,3.7,6.0,6.0,4.0,7.0,4.0,5.0,7.0,6.0,7.0,7.0,,,3.0,6.0,h3h,2025-11-25 15:33:21.576266
,,,,,,,2.0,2.0,4.0,3.0,,,,,,,6b9_944302,-999,2025-11-25T16:51:08.968Z,1.0,1.0,5.0,1.0,1.0,2.0,1.0,11,0,11,11,11,9,1,8,1.0,0.0,4,1,4,4,4,5,1,1.0,1.0,1.0,1.0,1.0,4.0,10.0,3,1,1,0,1,1,1,1,0,1,0,0,0,9,0,1,0,1,1,0,4.0,0,0,0.0,0,,0,0,1,1,1,1,1,0,6.0,3.0,1.0,0.0,5.0,2.0,7.0,,,,3.3,4.0,6.0,5.0,0.0,5.0,6.0,7.0,6.0,3.0,4.0,,,4.0,6.0,6b9,2025-11-25 15:33:22.546738
,,,,,,,3.0,3.0,4.0,3.0,,,,0.0,,,m7x_586153,-999,2025-11-25T15:47:36.742Z,4.0,1.0,7.0,2.0,2.0,4.0,3.0,10,10,8,8,6,4,1,4,1.0,1.0,4,3,4,4,4,4,2,1.0,2.0,3.0,3.0,4.0,8.0,10.0,5,2,1,1,4,2,2,2,6,3,1,6,11,7,0,1,1,1,2,1,7.0,0,0,0.0,0,,0,0,1,0,1,0,1,0,6.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,2.0,5.0,4.0,2.0,6.0,5.0,4.0,5.0,5.0,3.0,5.0,,,6.0,2.0,m7x,2025-11-25 15:33:22.414989
,,,,,,,3.0,3.0,4.0,5.0,,,,0.0,,,6nj_830001,-999,2025-11-25T15:47:17.346Z,2.0,2.0,7.0,2.0,3.0,2.0,2.0,11,7,8,9,8,4,2,5,1.0,1.0,5,3,5,5,5,5,2,1.0,1.0,2.0,1.0,3.0,9.0,10.0,4,8,1,9,2,1,1,1,5,1,0,6,0,9,10,1,9,3,1,4,8.0,0,0,0.0,0,,1,0,1,0,1,1,1,1,6.0,3.0,3.0,0.0,2.0,2.0,4.0,,,,2.7,6.0,3.0,3.0,5.0,6.0,4.0,5.0,3.0,6.0,5.0,,,2.0,1.0,6nj,2025-11-25 15:33:22.672230
,,,,,,,3.0,3.0,5.0,5.0,,,,5.0,,,oae_348158,-999,2025-11-25T15:45:09.598Z,4.0,1.0,5.0,4.0,7.0,3.0,4.0,0,8,8,9,6,4,2,5,1.0,2.0,4,3,4,3,3,4,3,1.0,1.0,3.0,2.0,4.0,11.0,6.0,10,2,1,6,5,1,1,2,10,4,6,2,7,11,0,1,6,2,2,3,5.0,0,0,1.0,1,,1,0,1,1,1,1,1,0,7.0,4.0,3.0,0.0,2.0,1.0,6.0,,,,4.0,5.0,5.0,6.0,6.0,4.0,1.0,5.0,,6.0,6.0,,,,1.0,oae,2025-11-25 15:33:22.795937
,,,,,,,4.0,4.0,4.0,4.0,,,,0.0,,,gd8_678876,-999,2025-11-25T15:49:34.199Z,2.0,2.0,6.0,1.0,3.0,3.0,4.0,11,6,8,9,7,4,2,5,2.0,1.0,0,3,4,4,4,4,4,1.0,1.0,3.0,1.0,4.0,9.0,9.0,10,7,1,8,2,1,1,1,3,1,5,10,8,10,0,1,8,1,1,2,10.0,0,0,,0,,0,0,0,1,1,0,1,0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,2.7,5.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,,,1.0,5.0,gd8,2025-11-25 15:33:22.915871
,,,,,,,2.0,3.0,3.0,4.0,,,,,,,cav_234430,-999,2025-11-25T15:42:58.083Z,4.0,1.0,6.0,2.0,1.0,2.0,4.0,11,9,9,9,8,4,1,0,1.0,1.0,4,4,4,4,4,4,3,1.0,3.0,3.0,3.0,4.0,9.0,7.0,9,9,1,4,4,1,1,2,6,1,3,9,6,9,8,1,4,5,4,4,10.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,3.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,5.0,,,5.0,1.0,cav,2025-11-25 15:33:23.081435
,,,,,,,3.0,3.0,3.0,3.0,,,,0.0,,,qlq_743709,-999,2025-11-25T15:53:29.213Z,3.0,2.0,6.0,3.0,3.0,4.0,3.0,11,10,7,7,6,4,1,5,1.0,1.0,0,3,4,4,4,4,0,1.0,2.0,7.0,7.0,8.0,11.0,10.0,9,8,1,0,4,1,1,1,9,1,0,8,8,11,0,1,0,7,5,0,9.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.7,5.0,4.0,2.0,6.0,3.0,2.0,5.0,6.0,4.0,5.0,,,6.0,1.0,qlq,2025-11-25 15:33:23.239273
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,a bacj button for wrongly aswered questions,,1ey_619488,-999,2025-11-25T15:44:12.139Z,5.0,2.0,6.0,3.0,5.0,3.0,5.0,11,6,8,9,5,4,1,3,1.0,1.0,5,4,5,5,5,5,3,1.0,1.0,3.0,2.0,5.0,10.0,1.0,11,1,1,0,3,1,1,1,7,2,2,0,4,11,0,1,0,3,2,0,7.0,0,0,1.0,1,,1,1,1,0,1,1,1,1,7.0,5.0,3.0,1.0,1.0,1.0,6.0,,,,2.3,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,,,,4.0,1ey,2025-11-25 15:33:23.121354
,,,,,,,4.0,4.0,4.0,4.0,,,,0.0,,,26o_809073,-999,2025-11-25T15:46:36.045Z,7.0,1.0,7.0,2.0,4.0,4.0,5.0,11,2,7,8,4,3,1,4,1.0,2.0,4,4,4,4,4,4,4,3.0,3.0,8.0,8.0,4.0,7.0,5.0,8,3,3,5,4,3,2,2,7,2,3,7,1,10,0,2,4,2,9,6,10.0,1,1,1.0,1,,1,0,1,1,1,1,1,1,3.0,3.0,1.0,0.0,5.0,2.0,3.0,,,,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,,,,3.0,26o,2025-11-25 15:33:23.393654
,,,,,,,4.0,4.0,4.0,4.0,,,,0.0,,,fsu_989950,-999,2025-11-25T15:43:47.302Z,3.0,4.0,6.0,3.0,3.0,3.0,3.0,11,8,7,8,6,4,2,4,1.0,1.0,3,3,4,3,4,4,3,1.0,1.0,4.0,1.0,5.0,9.0,9.0,7,7,1,0,5,1,1,1,8,2,5,6,11,10,0,1,0,4,1,0,8.0,0,0,0.0,0,,0,0,1,0,1,0,1,1,7.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,2.0,6.0,6.0,4.0,5.0,2.0,1.0,4.0,6.0,3.0,3.0,,,4.0,2.0,fsu,2025-11-25 15:33:23.840528
,,,,,,,3.0,4.0,4.0,4.0,,,,0.0,,,n4r_733409,-999,2025-11-25T15:46:03.122Z,2.0,2.0,5.0,3.0,4.0,1.0,4.0,10,7,8,9,5,3,1,5,1.0,2.0,5,3,4,4,5,3,3,1.0,3.0,3.0,2.0,5.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0.0,0,,0,1,1,0,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,3.0,1.0,5.0,5.0,6.0,3.0,4.0,4.0,6.0,6.0,7.0,,,5.0,1.0,n4r,2025-11-25 15:33:23.889424
,,,,,,,4.0,3.0,4.0,4.0,,,,8.0,,,qdi_316836,-999,2025-11-25T16:31:55.356Z,4.0,2.0,5.0,5.0,3.0,5.0,4.0,11,1,8,8,7,6,2,7,1.0,1.0,4,2,4,5,5,4,2,6.0,10.0,7.0,7.0,7.0,10.0,10.0,7,0,0,0,3,3,5,0,8,5,0,0,9,9,0,8,0,0,5,0,9.0,0,0,0.0,0,,0,1,1,0,1,1,0,0,0.0,3.0,1.0,0.0,4.0,2.0,6.0,,,,2.7,6.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0,6.0,4.0,,,,2.0,qdi,2025-11-25 15:33:24.519186
,,,,,,,4.0,3.0,4.0,4.0,,,,0.0,,,30d_751134,-999,2025-11-25T15:51:56.448Z,4.0,2.0,6.0,3.0,5.0,3.0,4.0,11,0,8,8,0,3,1,4,2.0,1.0,4,3,4,5,5,2,4,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0,0,0,0,2,1,1,1,9,0,0,0,7,4,0,1,0,0,3,0,9.0,0,0,0.0,0,,0,0,1,0,1,1,1,0,0.0,3.0,3.0,0.0,2.0,2.0,5.0,,,,2.7,4.0,4.0,5.0,6.0,3.0,2.0,6.0,3.0,6.0,5.0,,,3.0,3.0,30d,2025-11-25 15:33:24.961698
,,,,,,,3.0,3.0,4.0,4.0,,,,0.0,,,w9x_430520,-999,2025-11-25T15:46:15.444Z,3.0,2.0,6.0,3.0,5.0,4.0,5.0,11,7,7,8,6,4,1,4,2.0,0.0,4,3,4,4,4,4,4,1.0,2.0,8.0,6.0,5.0,8.0,4.0,7,6,0,0,5,1,1,1,8,3,0,7,8,9,0,1,0,5,5,0,10.0,0,0,0.0,0,,0,0,1,1,1,1,1,1,3.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.0,6.0,7.0,5.0,7.0,5.0,4.0,5.0,6.0,7.0,5.0,,,2.0,3.0,w9x,2025-11-25 15:33:25.523761
,,,,,,,3.0,3.0,4.0,4.0,,,,,,,cos_813344,-999,2025-11-25T15:49:27.541Z,4.0,2.0,7.0,1.0,2.0,2.0,4.0,11,8,8,8,7,4,1,4,1.0,1.0,4,3,4,4,4,4,3,1.0,1.0,2.0,2.0,2.0,10.0,9.0,10,9,0,0,1,1,1,1,8,1,0,10,11,11,0,1,0,2,2,10,9.0,0,0,0.0,0,,0,0,0,0,0,1,1,0,7.0,3.0,3.0,0.0,2.0,2.0,3.0,,,,2.3,7.0,4.0,5.0,7.0,6.0,6.0,3.0,7.0,6.0,4.0,,,3.0,1.0,cos,2025-11-25 15:33:25.294862
,,,,,,,3.0,2.0,2.0,2.0,,,,0.0,,,twg_399521,-999,2025-11-25T15:40:25.748Z,4.0,4.0,5.0,4.0,4.0,4.0,3.0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,,1,0,1,0,1,0,0,0,11.0,3.0,2.0,1.0,4.0,3.0,5.0,,,,3.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,6.0,1.0,5.0,,,10.0,5.0,twg,2025-11-25 15:33:25.315371
,,,,,,,4.0,3.0,5.0,3.0,,,,0.0,,,wv9_935020,-999,2025-11-25T15:43:36.965Z,3.0,2.0,6.0,3.0,0.0,6.0,3.0,11,8,6,7,5,3,1,5,2.0,1.0,4,4,5,4,4,4,3,1.0,3.0,4.0,1.0,8.0,11.0,8.0,0,8,1,0,3,1,1,1,11,0,0,0,9,11,0,1,0,8,2,0,8.0,0,0,0.0,1,,0,0,1,0,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,3.3,7.0,7.0,6.0,5.0,1.0,4.0,7.0,7.0,7.0,7.0,,,4.0,1.0,wv9,2025-11-25 15:33:25.394222
,,,,,,,2.0,2.0,4.0,4.0,,,,10.0,,,z63_339561,-999,2025-11-25T15:44:31.783Z,3.0,4.0,5.0,4.0,4.0,3.0,,10,0,8,9,6,4,1,4,2.0,1.0,4,4,2,4,4,2,4,6.0,6.0,8.0,7.0,9.0,9.0,6.0,0,7,0,0,8,1,1,1,9,3,0,0,6,8,0,1,0,5,3,0,7.0,0,0,0.0,0,,0,0,1,0,1,1,1,0,5.0,3.0,3.0,0.0,2.0,1.0,3.0,,,,1.3,4.0,6.0,7.0,7.0,4.0,3.0,4.0,4.0,3.0,5.0,,,5.0,5.0,z63,2025-11-25 15:33:25.509728
,,,,,,,3.0,3.0,3.0,3.0,,,,0.0,,,ats_290221,-999,2025-11-25T15:50:56.141Z,1.0,1.0,7.0,1.0,4.0,1.0,4.0,11,0,8,9,7,4,1,5,1.0,1.0,4,3,5,4,4,4,4,1.0,1.0,4.0,3.0,5.0,10.0,3.0,9,9,1,0,4,1,1,1,9,1,0,9,11,9,0,1,0,8,3,0,10.0,0,0,0.0,0,,0,0,1,0,0,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,6.0,,,,2.3,4.0,6.0,5.0,7.0,3.0,3.0,5.0,5.0,4.0,6.0,,,2.0,3.0,ats,2025-11-25 15:33:26.017691
,,,,,,,3.0,3.0,2.0,4.0,,,,0.0,,,b9u_805873,-999,2025-11-25T15:44:21.113Z,4.0,1.0,6.0,4.0,3.0,3.0,3.0,11,0,9,9,7,3,1,5,1.0,1.0,2,4,4,1,2,4,3,1.0,0.0,4.0,3.0,5.0,9.0,10.0,0,0,1,0,3,1,1,0,6,0,0,8,10,9,0,1,0,0,2,2,6.0,0,0,0.0,1,,0,0,1,0,1,1,1,1,6.0,3.0,3.0,0.0,2.0,2.0,7.0,,,,3.0,5.0,4.0,3.0,6.0,6.0,3.0,4.0,6.0,3.0,4.0,,,3.0,1.0,b9u,2025-11-25 15:33:26.028408
,,,,,,,3.0,3.0,4.0,3.0,,,,0.0,,,y03_110189,-999,2025-11-25T15:43:39.014Z,2.0,2.0,5.0,1.0,7.0,2.0,3.0,11,7,8,9,7,4,3,6,1.0,1.0,4,2,4,3,4,4,1,1.0,3.0,2.0,1.0,1.0,3.0,10.0,6,4,1,8,3,5,1,3,6,2,0,0,8,9,0,1,0,2,2,2,3.0,0,0,0.0,0,,0,0,0,0,0,0,0,0,6.0,3.0,1.0,0.0,4.0,2.0,6.0,,,,4.0,2.0,4.0,1.0,6.0,3.0,4.0,5.0,1.0,6.0,7.0,,,12.0,6.0,y03,2025-11-25 15:33:25.900043
,,,,,,,3.0,3.0,3.0,3.0,,,,8.0,,,nre_135297,-999,2025-11-25T15:49:36.061Z,4.0,2.0,4.0,3.0,5.0,4.0,3.0,10,8,8,9,9,4,1,5,2.0,1.0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,10.0,10.0,11,8,1,0,3,1,1,1,8,0,8,11,10,11,0,1,0,1,1,0,8.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,7.0,3.0,3.0,0.0,1.0,1.0,4.0,,,,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,6.0,3.0,,,1.0,2.0,nre,2025-11-25 15:33:26.070902
,,,,,,,2.0,2.0,4.0,4.0,,,,0.0,,,0dz_331386,-999,2025-11-25T15:46:15.613Z,2.0,1.0,7.0,2.0,2.0,2.0,3.0,11,8,7,8,7,4,1,4,1.0,1.0,4,2,4,4,4,5,3,1.0,2.0,3.0,3.0,3.0,9.0,9.0,9,9,1,8,3,1,1,2,5,2,8,10,2,9,8,1,3,4,3,5,10.0,1,1,1.0,1,,1,1,1,1,1,0,1,1,3.0,3.0,3.0,0.0,2.0,2.0,2.0,,,,2.7,2.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0,,,2.0,0.0,0dz,2025-11-25 15:33:26.420725
,,,,,,,4.0,2.0,3.0,2.0,,,,,,,yvz_135819,-999,2025-11-25T15:42:10.025Z,1.0,1.0,7.0,1.0,2.0,1.0,1.0,10,9,9,9,9,6,4,8,1.0,1.0,5,1,5,5,3,5,1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,1,1,6,1,1,1,1,1,1,5,1,9,4,2,1,5,1,1,1,1.0,0,0,0.0,0,,0,0,1,0,0,0,0,0,6.0,3.0,2.0,0.0,4.0,3.0,7.0,,,,3.7,7.0,4.0,7.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,,,,6.0,yvz,2025-11-25 15:33:26.514113
,,,,,,,4.0,4.0,4.0,,,,,0.0,,,vkx_234489,-999,2025-11-25T15:48:06.480Z,5.0,3.0,7.0,4.0,5.0,4.0,4.0,11,9,6,6,6,3,4,5,2.0,2.0,4,4,4,4,4,3,2,1.0,1.0,9.0,9.0,7.0,8.0,7.0,7,8,0,0,9,1,2,4,7,0,0,7,8,8,0,0,0,0,7,8,8.0,0,0,0.0,0,,0,0,1,0,1,1,1,1,7.0,3.0,3.0,0.0,2.0,2.0,4.0,,,,3.0,4.0,5.0,5.0,7.0,5.0,3.0,5.0,6.0,6.0,4.0,,,,0.0,vkx,2025-11-25 15:33:27.357933
,,,,,,,4.0,4.0,5.0,5.0,,,,0.0,,,6qi_401004,-999,2025-11-25T15:50:22.870Z,2.0,2.0,6.0,2.0,5.0,4.0,4.0,11,11,6,7,7,3,1,4,1.0,1.0,4,3,4,4,5,5,3,1.0,1.0,5.0,4.0,3.0,7.0,4.0,9,10,1,0,3,1,1,1,8,2,8,8,1,9,0,1,1,4,4,4,10.0,0,0,1.0,0,,0,0,1,0,1,1,1,1,3.0,3.0,2.0,0.0,5.0,3.0,6.0,,,,2.7,4.0,5.0,3.0,7.0,4.0,4.0,5.0,6.0,6.0,6.0,,,3.0,4.0,6qi,2025-11-25 15:33:28.362431
,,,,,,,4.0,4.0,4.0,4.0,,,,0.0,,,udo_762423,-999,2025-11-25T15:44:34.929Z,2.0,1.0,7.0,1.0,1.0,3.0,1.0,11,8,9,10,8,4,2,6,2.0,1.0,5,1,5,4,5,5,1,1.0,1.0,1.0,1.0,1.0,7.0,9.0,9,3,1,9,1,1,1,1,5,2,6,6,7,10,6,1,9,1,1,1,2.0,0,1,0.0,1,,1,0,1,0,1,1,1,1,6.0,3.0,2.0,0.0,5.0,3.0,2.0,,,,3.0,2.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,2.0,4.0,,,2.0,4.0,udo,2025-11-25 15:33:28.745290
